,id_aeroporto,data,causaIspezione,causaIspezioneAltro
29023,7,2011-11-21,Ispezione normale o programmata,
29067,7,2011-11-21,Ispezione normale o programmata,
29143,7,2011-11-22,Ispezione normale o programmata,
29219,7,2011-11-23,Ispezione normale o programmata,
29241,7,2011-11-23,Ispezione normale o programmata,
29304,7,2011-11-24,Ispezione normale o programmata,
29362,7,2011-11-25,Ispezione normale o programmata,
29473,7,2011-11-26,Ispezione normale o programmata,
29569,7,2011-11-27,Ispezione normale o programmata,
29570,7,2011-11-28,Ispezione normale o programmata,
29584,7,2011-11-28,Ispezione normale o programmata,
29670,7,2011-11-29,Ispezione normale o programmata,
29722,7,2011-11-30,Ispezione normale o programmata,
29772,7,2011-11-30,Ispezione normale o programmata,
29814,7,2011-12-01,Ispezione normale o programmata,
29832,7,2011-12-01,Ispezione normale o programmata,
29901,7,2011-12-02,Ispezione normale o programmata,
29984,7,2011-12-03,Ispezione normale o programmata,
30061,7,2011-12-04,Ispezione normale o programmata,
30136,7,2011-12-05,Ispezione normale o programmata,
30218,7,2011-12-06,Ispezione normale o programmata,
30279,7,2011-12-07,Ispezione normale o programmata,
30300,7,2011-12-07,Ispezione normale o programmata,
30346,7,2011-12-08,Ispezione normale o programmata,
30363,7,2011-12-08,Ispezione normale o programmata,
30419,7,2011-12-09,Ispezione normale o programmata,
30424,7,2011-12-09,Ispezione normale o programmata,
30472,7,2011-12-10,Ispezione normale o programmata,
30487,7,2011-12-10,Ispezione normale o programmata,
30648,7,2011-12-11,Ispezione normale o programmata,
30699,7,2011-12-12,Ispezione normale o programmata,
30726,7,2011-12-12,Ispezione normale o programmata,
30777,7,2011-12-13,Ispezione normale o programmata,
30796,7,2011-12-13,Ispezione normale o programmata,
30843,7,2011-12-14,Ispezione normale o programmata,
30865,7,2011-12-14,Ispezione normale o programmata,
30917,7,2011-12-15,Ispezione normale o programmata,
30935,7,2011-12-15,Ispezione normale o programmata,
30976,7,2011-12-16,Ispezione normale o programmata,
30991,7,2011-12-16,Ispezione normale o programmata,
31044,7,2011-12-17,Ispezione normale o programmata,
31056,7,2011-12-17,Ispezione normale o programmata,
31113,7,2011-12-18,Ispezione normale o programmata,
31129,7,2011-12-18,Ispezione normale o programmata,
31197,7,2011-12-19,Ispezione normale o programmata,
31213,7,2011-12-19,Ispezione normale o programmata,
31260,7,2011-12-20,Ispezione normale o programmata,
31279,7,2011-12-20,Ispezione normale o programmata,
31339,7,2011-12-21,Ispezione normale o programmata,
31375,7,2011-12-21,Ispezione normale o programmata,
31425,7,2011-12-22,Ispezione normale o programmata,
31435,7,2011-12-22,Ispezione normale o programmata,
31496,7,2011-12-23,Ispezione normale o programmata,
31510,7,2011-12-23,Ispezione normale o programmata,
31559,7,2011-12-24,Ispezione normale o programmata,
31575,7,2011-12-24,Ispezione normale o programmata,
31611,7,2011-12-25,Ispezione normale o programmata,
31620,7,2011-12-25,Ispezione normale o programmata,
31669,7,2011-12-26,Ispezione normale o programmata,
31691,7,2011-12-26,Ispezione normale o programmata,
31750,7,2011-12-27,Ispezione normale o programmata,
31774,7,2011-12-27,Ispezione normale o programmata,
31851,7,2011-12-28,Ispezione normale o programmata,
31864,7,2011-12-28,Ispezione normale o programmata,
31920,7,2011-12-29,Ispezione normale o programmata,
31935,7,2011-12-29,Ispezione normale o programmata,
32002,7,2011-12-30,Ispezione normale o programmata,
32056,7,2011-12-31,Ispezione normale o programmata,
32068,7,2011-12-31,Ispezione normale o programmata,
32105,7,2012-01-01,Ispezione normale o programmata,
32117,7,2012-01-01,Ispezione normale o programmata,
32235,7,2012-01-02,Ispezione normale o programmata,
32276,7,2012-01-03,Ispezione normale o programmata,
32305,7,2012-01-03,Altro (specificare),monitoraggio esterno al sedime
32331,7,2012-01-03,Ispezione normale o programmata,
32400,7,2012-01-04,Ispezione normale o programmata,
32423,7,2012-01-04,Ispezione normale o programmata,
32486,7,2012-01-05,Ispezione normale o programmata,
32518,7,2012-01-05,Ispezione normale o programmata,
32574,7,2012-01-06,Ispezione normale o programmata,
32636,7,2012-01-07,Ispezione normale o programmata,
32698,7,2012-01-08,Ispezione normale o programmata,
32711,7,2012-01-08,Ispezione normale o programmata,
32762,7,2012-01-09,Ispezione normale o programmata,
32788,7,2012-01-09,Ispezione normale o programmata,
32851,7,2012-01-10,Ispezione normale o programmata,
32868,7,2012-01-10,Ispezione normale o programmata,
32928,7,2012-01-11,Ispezione normale o programmata,
32954,7,2012-01-11,Ispezione normale o programmata,
33013,7,2012-01-12,Ispezione normale o programmata,
33115,7,2012-01-13,Ispezione normale o programmata,
33168,7,2012-01-14,Ispezione normale o programmata,
33175,7,2012-01-14,Ispezione normale o programmata,
33241,7,2012-01-15,Ispezione normale o programmata,
33246,7,2012-01-15,Ispezione normale o programmata,
33302,7,2012-01-16,Ispezione normale o programmata,
33306,7,2012-01-16,Ispezione normale o programmata,
33566,7,2012-01-17,Ispezione normale o programmata,
33567,7,2012-01-17,Richiesta di,
33568,7,2012-01-17,Ispezione normale o programmata,
33569,7,2012-01-18,Ispezione normale o programmata,
33570,7,2012-01-19,Ispezione normale o programmata,
33606,7,2012-01-20,Ispezione normale o programmata,
33607,7,2012-01-20,Ispezione normale o programmata,
33727,7,2012-01-21,Ispezione normale o programmata,
33728,7,2012-01-22,Ispezione normale o programmata,
33729,7,2012-01-22,Ispezione normale o programmata,
33786,7,2012-01-23,Ispezione normale o programmata,
33815,7,2012-01-23,Ispezione normale o programmata,
33907,7,2012-01-24,Ispezione normale o programmata,
33950,7,2012-01-25,Ispezione normale o programmata,
34001,7,2012-01-26,Ispezione normale o programmata,
34046,7,2012-01-26,Ispezione normale o programmata,
34092,7,2012-01-27,Ispezione normale o programmata,
34121,7,2012-01-27,Ispezione normale o programmata,
34181,7,2012-01-28,Ispezione normale o programmata,
34182,7,2012-01-28,Ispezione normale o programmata,
34237,7,2012-01-29,Ispezione normale o programmata,
34238,7,2012-01-29,Ispezione normale o programmata,
34318,7,2012-01-30,Ispezione normale o programmata,
34440,7,2012-01-31,Ispezione normale o programmata,
34536,7,2012-02-01,Ispezione normale o programmata,
34537,7,2012-02-01,Ispezione normale o programmata,
34603,7,2012-02-02,Ispezione normale o programmata,
34604,7,2012-02-02,Ispezione normale o programmata,
34689,7,2012-02-03,Ispezione normale o programmata,
34721,7,2012-02-04,Ispezione normale o programmata,
34734,7,2012-02-04,Ispezione normale o programmata,
34792,7,2012-02-05,Ispezione normale o programmata,
34900,7,2012-02-06,Ispezione normale o programmata,
35069,7,2012-02-07,Ispezione normale o programmata,
35070,7,2012-02-07,Ispezione normale o programmata,
35181,7,2012-02-08,Ispezione normale o programmata,
35182,7,2012-02-08,Ispezione normale o programmata,
35239,7,2012-02-09,Ispezione normale o programmata,
35257,7,2012-02-09,Ispezione normale o programmata,
35296,7,2012-02-10,Ispezione normale o programmata,
35320,7,2012-02-10,Ispezione normale o programmata,
35389,7,2012-02-11,Ispezione normale o programmata,
35472,7,2012-02-12,Ispezione normale o programmata,
35604,7,2012-02-13,Ispezione normale o programmata,
35605,7,2012-02-13,Ispezione normale o programmata,
35719,7,2012-02-14,Ispezione normale o programmata,
35720,7,2012-02-14,Ispezione normale o programmata,
35778,7,2012-02-15,Ispezione normale o programmata,
35799,7,2012-02-15,Ispezione normale o programmata,
35868,7,2012-02-16,Ispezione normale o programmata,
35884,7,2012-02-16,Ispezione normale o programmata,
35951,7,2012-02-17,Ispezione normale o programmata,
36045,7,2012-02-18,Ispezione normale o programmata,
36122,7,2012-02-19,Ispezione normale o programmata,
36123,7,2012-02-19,Ispezione normale o programmata,
36213,7,2012-02-20,Ispezione normale o programmata,
36214,7,2012-02-20,Ispezione normale o programmata,
36299,7,2012-02-21,Ispezione normale o programmata,
36315,7,2012-02-21,Ispezione normale o programmata,
36364,7,2012-02-22,Ispezione normale o programmata,
36419,7,2012-02-22,Ispezione normale o programmata,
36456,7,2012-02-23,Ispezione normale o programmata,
36475,7,2012-02-23,Ispezione normale o programmata,
36551,7,2012-02-24,Ispezione normale o programmata,
36558,7,2012-02-24,Ispezione normale o programmata,
36559,7,2012-02-24,Impatto dichiarato da torre,
36612,7,2012-02-25,Ispezione normale o programmata,
36616,7,2012-02-25,Ispezione normale o programmata,
36653,7,2012-02-26,Ispezione normale o programmata,
36671,7,2012-02-26,Ispezione normale o programmata,
36745,7,2012-02-27,Ispezione normale o programmata,
36759,7,2012-02-27,Ispezione normale o programmata,
36767,7,2012-02-27,Ispezione normale o programmata,
36820,7,2012-02-28,Ispezione normale o programmata,
36845,7,2012-02-28,Ispezione normale o programmata,
36921,7,2012-02-29,Ispezione normale o programmata,
36979,7,2012-03-01,Ispezione normale o programmata,
37043,7,2012-03-01,Ispezione normale o programmata,
37086,7,2012-03-02,Ispezione normale o programmata,
37128,7,2012-03-02,Ispezione normale o programmata,
37177,7,2012-03-03,Ispezione normale o programmata,
37223,7,2012-03-03,Ispezione normale o programmata,
37254,7,2012-03-04,Ispezione normale o programmata,
37321,7,2012-03-04,Ispezione normale o programmata,
37417,7,2012-03-05,Ispezione normale o programmata,
37464,7,2012-03-06,Ispezione normale o programmata,
37490,7,2012-03-06,Ispezione normale o programmata,
37536,7,2012-03-07,Ispezione normale o programmata,
37573,7,2012-03-07,Ispezione normale o programmata,
37628,7,2012-03-08,Ispezione normale o programmata,
37669,7,2012-03-08,Ispezione normale o programmata,
37707,7,2012-03-09,Ispezione normale o programmata,
37762,7,2012-03-09,Ispezione normale o programmata,
37796,7,2012-03-10,Ispezione normale o programmata,
37830,7,2012-03-10,Ispezione normale o programmata,
37898,7,2012-03-11,Ispezione normale o programmata,
37934,7,2012-03-11,Ispezione normale o programmata,
38013,7,2012-03-12,Ispezione normale o programmata,
38062,7,2012-03-12,Ispezione normale o programmata,
38108,7,2012-03-13,Ispezione normale o programmata,
38154,7,2012-03-13,Ispezione normale o programmata,
38205,7,2012-03-14,Ispezione normale o programmata,
38258,7,2012-03-14,Ispezione normale o programmata,
38306,7,2012-03-15,Ispezione normale o programmata,
38349,7,2012-03-15,Ispezione normale o programmata,
38391,7,2012-03-16,Ispezione normale o programmata,
38429,7,2012-03-16,Ispezione normale o programmata,
38468,7,2012-03-17,Ispezione normale o programmata,
38510,7,2012-03-17,Ispezione normale o programmata,
38555,7,2012-03-18,Ispezione normale o programmata,
38593,7,2012-03-18,Ispezione normale o programmata,
38659,7,2012-03-19,Ispezione normale o programmata,
38702,7,2012-03-19,Ispezione normale o programmata,
38757,7,2012-03-20,Ispezione normale o programmata,
38804,7,2012-03-20,Ispezione normale o programmata,
38849,7,2012-03-21,Ispezione normale o programmata,
38892,7,2012-03-21,Ispezione normale o programmata,
38937,7,2012-03-22,Ispezione normale o programmata,
38975,7,2012-03-22,Ispezione normale o programmata,
39029,7,2012-03-23,Ispezione normale o programmata,
39077,7,2012-03-23,Ispezione normale o programmata,
39126,7,2012-03-24,Ispezione normale o programmata,
39172,7,2012-03-24,Ispezione normale o programmata,
39247,7,2012-03-25,Ispezione normale o programmata,
39272,7,2012-03-25,Ispezione normale o programmata,
39336,7,2012-03-26,Ispezione normale o programmata,
39384,7,2012-03-26,Ispezione normale o programmata,
39442,7,2012-03-23,Altro (specificare),Segnalazione Rx via e-mail
39445,7,2012-03-27,Ispezione normale o programmata,
39492,7,2012-03-27,Ispezione normale o programmata,
39572,7,2012-03-28,Ispezione normale o programmata,
39611,7,2012-03-28,Ispezione normale o programmata,
39659,7,2012-03-29,Ispezione normale o programmata,
39682,7,2012-03-29,Ispezione normale o programmata,
39691,7,2012-03-29,Ispezione normale o programmata,
39736,7,2012-03-30,Ispezione normale o programmata,
39767,7,2012-03-30,Ispezione normale o programmata,
39810,7,2012-03-31,Ispezione normale o programmata,
39843,7,2012-03-31,Ispezione normale o programmata,
39884,7,2012-04-01,Ispezione normale o programmata,
39919,7,2012-04-01,Ispezione normale o programmata,
39960,7,2012-04-02,Ispezione normale o programmata,
40022,7,2012-04-02,Ispezione normale o programmata,
40084,7,2012-04-03,Ispezione normale o programmata,
40150,7,2012-04-03,Ispezione normale o programmata,
40189,7,2012-04-04,Ispezione normale o programmata,
40240,7,2012-04-04,Ispezione normale o programmata,
40283,7,2012-04-05,Ispezione normale o programmata,
40320,7,2012-04-05,Ispezione normale o programmata,
40361,7,2012-04-06,Ispezione normale o programmata,
40403,7,2012-04-06,Ispezione normale o programmata,
40437,7,2012-04-07,Ispezione normale o programmata,
40490,7,2012-04-07,Ispezione normale o programmata,
40511,7,2012-04-08,Ispezione normale o programmata,
40550,7,2012-04-08,Ispezione normale o programmata,
40612,7,2012-04-09,Ispezione normale o programmata,
40665,7,2012-04-09,Ispezione normale o programmata,
40713,7,2012-04-10,Ispezione normale o programmata,
40777,7,2012-04-10,Ispezione normale o programmata,
40778,7,2012-04-06,Altro (specificare),Segnalazione Rx via e-mail
40837,7,2012-04-11,Ispezione normale o programmata,
40881,7,2012-04-11,Ispezione normale o programmata,
40922,7,2012-04-12,Ispezione normale o programmata,
40969,7,2012-04-12,Ispezione normale o programmata,
41020,7,2012-04-13,Ispezione normale o programmata,
41072,7,2012-04-13,Ispezione normale o programmata,
41105,7,2012-04-14,Ispezione normale o programmata,
48288,7,2012-04-14,Ispezione normale o programmata,
48331,7,2012-04-15,Ispezione normale o programmata,
48400,7,2012-04-15,Ispezione normale o programmata,
48464,7,2012-04-16,Ispezione normale o programmata,
48520,7,2012-04-16,Ispezione normale o programmata,
48574,7,2012-04-17,Ispezione normale o programmata,
48619,7,2012-04-17,Ispezione normale o programmata,
48673,7,2012-04-18,Ispezione normale o programmata,
48722,7,2012-04-18,Ispezione normale o programmata,
48778,7,2012-04-19,Ispezione normale o programmata,
48853,7,2012-04-19,Ispezione normale o programmata,
48902,7,2012-04-20,Ispezione normale o programmata,
48954,7,2012-04-20,Ispezione normale o programmata,
48995,7,2012-04-21,Ispezione normale o programmata,
49038,7,2012-04-21,Ispezione normale o programmata,
49078,7,2012-04-22,Ispezione normale o programmata,
49141,7,2012-04-22,Ispezione normale o programmata,
49193,7,2012-04-23,Ispezione normale o programmata,
49210,7,2012-04-21,Ispezione normale o programmata,
49238,7,2012-04-23,Ispezione normale o programmata,
49292,7,2012-04-24,Ispezione normale o programmata,
49346,7,2012-04-24,Ispezione normale o programmata,
49347,7,2012-04-24,Richiesta da Torre / Capo scalo / Duty manager,
49386,7,2012-04-25,Ispezione normale o programmata,
49425,7,2012-04-25,Ispezione normale o programmata,
49506,7,2012-04-26,Manutenzione impianti antivolatili,
49546,7,2012-04-26,Ispezione normale o programmata,
49596,7,2012-04-27,Ispezione normale o programmata,
49638,7,2012-04-27,Ispezione normale o programmata,
49685,7,2012-04-28,Ispezione normale o programmata,
49728,7,2012-04-28,Ispezione normale o programmata,
49782,7,2012-04-29,Ispezione normale o programmata,
49826,7,2012-04-29,Ispezione normale o programmata,
49864,7,2012-04-30,Ispezione normale o programmata,
49928,7,2012-04-30,Ispezione normale o programmata,
49965,7,2012-05-01,Impatto dichiarato da torre,
49975,7,2012-05-01,Ispezione normale o programmata,
49998,7,2012-04-18,Altro (specificare),mentre tornavo al parcheggio
50025,7,2012-05-01,Ispezione normale o programmata,
50065,7,2012-05-02,Ispezione normale o programmata,
50116,7,2012-05-02,Ispezione normale o programmata,
50176,7,2012-05-03,Ispezione normale o programmata,
50217,7,2012-05-03,Ispezione normale o programmata,
50304,7,2012-05-04,Ispezione normale o programmata,
50329,7,2012-05-04,Ispezione normale o programmata,
